Review_title,Date,Body,Star_rating,Comments
Good quality,Reviewed in India 🇮🇳 on 27 October 2022,"This watch meets all of my expectations. As someone who likes to regular monitor my blood pressure, I really like that feature. I was looking for a watch that would make it easy to change music when I'm mowing, this watch provides that option and more. The battery life is great and my family finds I'm more accessible because I recieve notifications on my watch and respond back more quickly. If you're shopping for a smart watch, this is a solid bet.",5,1
Good product  this price,Reviewed in India 🇮🇳 on 4 September 2022,I like this product valuable price,4,1
Speak was good but mic was not working,Reviewed in India 🇮🇳 on 8 October 2022,Mic was not working other wise watch was good,3,0
Awesome,Reviewed in India 🇮🇳 on 31 October 2022,"I love this watch! It monitors my sleep, heart rate, exercise, stress level, and more. I use it to track my bike rides in real-time, and it gives adequate readings. I know some people say it's not that accurate, but I feel it give a consistent base line for keeping tract of some important information over time. Can't believe it dose all it dose for such a reasonable price.",5,1
This price product is good👍 but battery no good 👎😩😤,Reviewed in India 🇮🇳 on 4 October 2022,This price product is good👍 but battery no good 👎😩😤,3,0
Good,Reviewed in India 🇮🇳 on 8 October 2022,Battery life weak overall okay not bad,3,0
Product kharab hai na le,Reviewed in India 🇮🇳 on 15 October 2022,"The media could not be loaded.
                



 बैट्री लाइफ 1 डे 2डे रहेगा",3,0
Best Experience,Reviewed in India 🇮🇳 on 29 October 2022,"I've owned Garmin and 3 Fitbit watches. The fitbits break on me in a couple of years. I decided to give this watch a shot. It looks good, measurements are accurate, and the app is great and easy to use. I was skeptical ordering it initially but figured what the heck. I've had this watch for a couple of days now and it is awesome. Exactly as advertised.",5,1
Nice watch ⌚,Reviewed in India 🇮🇳 on 8 September 2022,Nice watch but Battery life is not that good⌚,4,1
Battery backup -very poor,Reviewed in India 🇮🇳 on 6 October 2022,Battery backup- very poor,3,0
Touch is very bad,Reviewed in India 🇮🇳 on 11 October 2022,Improve in touch quality,3,0
Perfect smart watch,Reviewed in India 🇮🇳 on 25 October 2022,This is my first smart watch. I first ordered the fitbit and found that it did not have blood pressure feature and that was 1 of the main reasons I wanted it. I researched and found this one and was glad because it saved me a bunch of money it is 1/3 the price of the fitbit and does everything it did. It helps me keep on track on my fitness goals. I have been enjoying it more than I thought I would.,5,1
Super,Reviewed in India 🇮🇳 on 14 September 2022,Super,4,1
Boat wave call watch,Reviewed in India 🇮🇳 on 27 September 2022,Good but the quality of strap is not nice and built quality also not  nice,3,1
Heart rate,Reviewed in India 🇮🇳 on 30 September 2022,It is always showing out heart rate is 72,3,0
Best product ...i like it very good smart watch in this range 😍😍,Reviewed in India 🇮🇳 on 28 August 2022,Best product in this price. @ 1799,4,1
Value for money and best quality,Reviewed in India 🇮🇳 on 31 October 2022,"This is a smart watch of the best quality, its design also looks cool than any other smart watch ! Calling is also working great, its battery backup is giving fine, regular use will last 6 - 7 days the way I am using ! I found it best to buy at this price.",5,1
Perfect gift 🎁,Reviewed in India 🇮🇳 on 27 October 2022,I gifted this boat calling watch to my sister on diwali. Order this watch on Diwali sale and received watch after 3 day's and it's really amazing 😍🤩. My sister liked this watch. Features and quality of watch is just amazing. There are many features in the watch and boat application was also good. Connectivity with the phone is also good 👍Perfect for gift 🎁,5,1
Osam,Reviewed in India 🇮🇳 on 10 September 2022,"The media could not be loaded.
                



 Osam smart watch",4,1
Must buy,Reviewed in India 🇮🇳 on 20 October 2022,Don't see others review see my review it is so comfortable for use touch display sound is in premium quality and so so good nice there is no words to describe the Watch that much good watch boat thank you so much watch is fully premium quality worth buying there is other nice words undescribal watch super watch calling system is very clear and good and dial pad is also very nice everyone must buy.,5,1
Worth for price,Reviewed in India 🇮🇳 on 23 September 2022,Battery life is poor when connected with bluetooth. Without Bluetooth it will shows high battery life.Heart beat shows wrong.,3,0
Great features,Reviewed in India 🇮🇳 on 30 October 2022,This has a much better screen and battery life than other smart watches I have used for a similar price. The app works great. Sleep tracking works great and has been very useful for my health. The other fitness features have been great too. The band is comfortable and looks to be long-lasting. Very happy I got this.,5,1
Sound control didn't working,Reviewed in India 🇮🇳 on 11 September 2022,"The media could not be loaded.
                



 Sound control didn't working",4,0
Cool and Stylish smartwatch,Reviewed in India 🇮🇳 on 31 October 2022,Using this smartwatch from 3-4 days now and i am very impressed with this product. The battery backup is so good. The look of this watch is very stylish. The brand itself assure you about the quality of the product. Fit is also very good as anyone can wear this smartwatch. I will rate this watch 10/10.,5,1
Worth buying,Reviewed in India 🇮🇳 on 28 August 2022,Best Bluetooth watch under 2k i got better experience with this product,4,1
Valu for mani 1799 only,Reviewed in India 🇮🇳 on 3 October 2022,Music player not working,3,0
Very good quality,Reviewed in India 🇮🇳 on 28 October 2022,"Watch is pretty good in this price. This is my first smart watch and I am very satisfied with it. Easy to use and easy to connect. Never disconnect in calls, just one tap connect. Working Good as expected,Good Display Visibility,Smooth Touch Screen, this watch is really comfortable to wear and fitness tracking is also accurate, worth buying.",5,1
Battery life not good  1 day not working,Reviewed in India 🇮🇳 on 10 October 2022,"The media could not be loaded.
                



 No fevcher  battery backup warest",3,0
Excellent,Reviewed in India 🇮🇳 on 25 October 2022,I bought this smartwatch for my teenage son! He asked for something that would track his workouts at school and it does that and more. He also loves the text and call feature that displays the information from his phone. The battery life exceeds our expectations for the price but it turns out to be a great purchase. We recommend this watch over the more expensive smart watches.,5,1
Okay thank,Reviewed in India 🇮🇳 on 6 October 2022,"The media could not be loaded.
                



 Okay 1700",3,0
Call function,Reviewed in India 🇮🇳 on 29 August 2022,Nice product but disconnect while on call,4,0
I have delivered used watch in the package,Reviewed in India 🇮🇳 on 21 September 2022,"Battery is good, and touch is good, accuracy is very bad..",3,0
Smart watch ⌚,Reviewed in India 🇮🇳 on 3 September 2022,Fine product,4,1
Good but screen is not so smooth,Reviewed in India 🇮🇳 on 10 October 2022,The media could not be loaded.,3,0
Good product in this proce range,Reviewed in India 🇮🇳 on 31 August 2022,Good product,4,1
Boat wave call,Reviewed in India 🇮🇳 on 26 September 2022,"The media could not be loaded.
                



 Sabse ghatiya watch ⌚ hai ye boat ka paise faltu ka west chala gya",3,0
Touch is so smooth and worth it product,Reviewed in India 🇮🇳 on 30 October 2022,"Touch is really really awesome, watch belt's quality is also best and its colour looks as it is in photo , App connectivity is too good ..... you can call and can hear crystal clear sound and musics too.Battery doesn't drains quickly .Just loved this watch...",5,1
Vary good product,Reviewed in India 🇮🇳 on 31 October 2022,I just received my boat wave watch. It is fantastic like other boat products I own. I ❤️the larger screen and it was very easy to pair with my Samsung Galaxy. It arrived promptly (four days before the scheduled time). I am rocking it this weekend.,5,1
Battery is not up to mark,Reviewed in India 🇮🇳 on 29 July 2022,I am writing review after using one week this watch .I have purchased this in time of launch it in July and observing battering is draining too fast when use Bluetooth call . everyday charging is big concern in smart watch also i felt Bluetooth connectivity is too complex .Pros:1.Speaker and Calling functionality2.Stylish watch3.lees weight4.Big Size5.Software is basicCons :1.Battery backup is not good2.Touch is also not good .3.Watch Faces not have good option.,3,0
